-526.03,-1108.53
295.927,585.352
465.902,993.473
291.711,601.078
-295.539,-600.727
28.2988,44.2186
55.2548,120.327
499.101,1035.82
101.976,213.652
6.01322,5.97992
-151.846,-309.411
-57.0704,-131.45
401.443,846.07
-95.942,-195.299
68.4499,127.571
-157.603,-288.637
-207.328,-420.187
205.331,424.405
-273.605,-575.538
486.449,1045.24
95.9699,202.553
504.486,1062.87
12.0823,19.9731
-122.106,-266.146
16.8205,25.0353
-235.619,-468.296
-36.8753,-80.1561
-292.522,-594.692
-508.823,-1052.8
-149.131,-285.91
83.0618,166.753
159.345,334.75
-316.506,-648.025
-204.665,-427.674
179.759,354.605
386.497,811.959
183.415,386.205
301.048,607.347
67.5813,128.9
142.559,282.472
201.986,415.555
-272.158,-579.763
612.14,1263.13
-8.32392,19.3072
-99.5051,-190.167
-369.884,-766.336
6.23731,24.7417
173.178,339.702
-239.504,-504.109
-212.282,-444.285
-262.131,-540.377
-342.949,-713.975
-350.622,-728.809
-39.285,-86.8744
-178.933,-369.84
-546.591,-1143.57
-116.473,-231.971
-144.316,-332.286
-122.398,-245.37
-444.365,-923.385
299.716,609.545
-105.869,-218.001
46.571,118.88
106.685,220.157
140.677,292.976
-374.233,-757.926
-216.435,-437.511
258.504,533.672
-405.885,-855.446
88.4445,185.174
-220.337,-453.652
-443.913,-920.674
-125.312,-256.649
-202.232,-401.517
12.1862,19.4693
92.7483,198.579
48.2404,118.508
-459.463,-959.833
-212.303,-436.794
-260.35,-553.21
168.374,354.12
-402.391,-877.17
155.023,317.403
89.1157,196.186
-134.687,-305.618
-241.199,-524.53
122.138,250.54
201.231,421.937
393.432,796.468
143.895,275.349
402.796,827.73
177.399,343.293
200.764,428.352
-300.724,-613.911
90.6869,203.61
-283.53,-608.057
-459.269,-959.098
441.835,901.74
124.259,252.323
-207.311,-421.679
-304.661,-622.514
248.76,527.703
-330.775,-677.223
32.5938,99.9308
412.323,873.133
340.31,721.198
217.689,463.27
-648.805,-1343.77
-137.63,-266.587
-366.75,-754.561
-156.513,-321.257
8.71614,39.574
231.504,467.506
113.215,234.533
106.254,233.593
259.842,544.014
-168.532,-340.519
327.661,679.801
