0.0691629,-0.624243
3.15106,4.23386
1.43851,6.54463
2.14335,4.76028
-0.399764,1.47907
1.72531,2.88679
0.991128,3.51038
2.62196,6.15223
1.2865,3.71971
1.32942,2.92868
0.334237,2.21983
1.39468,2.38809
1.78861,5.83471
0.588361,2.52551
1.8511,3.13786
-1.01337,2.92286
-0.0183836,1.97229
1.76509,4.27997
0.495596,1.15675
1.13262,6.87892
1.21205,3.71308
1.99421,6.54421
1.2918,2.99811
1.17812,1.98853
1.50062,2.91992
-0.538649,2.0353
1.07726,2.72597
-0.381035,1.49278
-0.68985,-0.0647899
-0.383009,2.64022
1.5374,3.42904
1.3849,4.12366
-0.312191,1.26277
0.518699,1.69504
2.36398,3.74264
1.86706,5.67162
1.39994,4.30772
2.7054,4.52252
1.72112,3.20317
2.04058,3.62501
1.832,4.21603
0.79383,1.00254
3.27508,6.6929
-0.46626,3.81217
0.0681591,2.78617
-0.174767,0.759651
0.586742,3.34328
2.39381,3.67345
0.576559,1.38436
0.527333,1.62935
0.0707437,1.48462
0.0540971,0.847775
-0.0144773,0.824547
1.13942,2.67215
0.419923,1.95566
-0.306166,-0.579992
0.282294,2.5315
1.92239,1.39728
0.308381,2.46963
-0.30939,0.239046
2.49959,4.62627
0.642349,2.41614
0.290291,3.83051
1.43415,3.67529
1.4491,3.93873
-0.896887,1.12627
-0.111253,1.9511
1.9771,4.58722
0.296454,0.209921
1.25985,3.62635
0.203232,1.7451
-0.380044,0.281929
0.511727,2.3333
-0.331205,2.1869
1.32135,2.98252
1.0917,3.75422
0.451434,3.75429
-0.149318,0.0293666
0.221081,1.79941
0.747905,1.12246
1.38778,4.19424
1.48471,-0.422626
1.71165,3.90749
0.87115,3.84777
1.68128,1.60828
1.25804,0.992021
1.55147,3.73361
1.50664,4.39084
3.10318,5.03998
2.44678,3.4099
2.65217,5.36554
2.61717,3.58305
1.20517,4.55468
-0.317685,1.39199
0.706925,3.95161
0.948595,0.825606
-0.162171,0.0380652
3.0602,5.45082
1.66458,3.6877
0.0436979,1.93791
-0.312534,1.35766
1.36719,4.84833
-0.37415,1.18314
-0.162534,3.97047
1.64081,6.00384
1.51428,5.49847
1.26707,4.65559
-1.11343,-0.948435
-0.161997,2.60932
-0.378976,0.898219
0.407332,2.1419
0.200955,3.57754
2.30346,4.18996
1.42127,3.73465
0.850499,3.99626
1.674,4.76639
0.138539,2.19522
2.08973,5.07749
0.6767,4.17278
2.10588,3.96759
-0.28602,2.21344
0.632316,2.41814
1.05304,5.14207
1.37846,4.94338
-0.979687,2.07519
1.13873,5.4093
1.00095,4.0811
-0.46037,1.14762
1.97545,4.43752
0.816198,3.79174
3.21076,8.0226
0.335116,4.76836
2.10559,6.50375
2.38851,6.02837
-1.5803,0.620993
0.599338,3.10729
1.32717,2.49818
0.180952,-1.01157
1.50169,3.04926
2.35755,5.16696
2.51895,5.77244
0.5715,2.7453
0.967146,2.09093
0.451155,1.22921
0.172263,-0.175243
0.840756,-0.39645
0.382426,3.0316
0.389766,2.67912
1.99587,3.21622
2.46535,6.29672
0.868613,3.5332
0.326029,1.87526
-0.00836853,0.898848
1.37718,3.33478
0.576983,0.0633146
0.0901253,2.22076
-1.2449,-0.403079
-0.122688,2.04443
0.185361,0.281707
0.217718,3.50459
0.655388,3.48724
1.25599,2.89058
1.31619,4.78403
1.74102,3.86613
1.93237,4.3888
1.99743,2.43758
1.6928,1.72845
-0.650794,1.02019
0.431511,2.75906
3.67485,4.65049
0.823814,3.55336
0.191556,1.27356
0.383948,0.821052
-0.799615,-0.640935
1.19007,3.52578
1.04946,4.55965
0.893778,2.29695
1.84285,1.7665
1.83955,4.69654
0.56013,3.75839
1.12865,1.53061
0.764872,2.14002
0.445713,1.41106
1.60557,3.73827
1.11268,3.64854
3.23825,5.86439
-0.106358,-0.390876
1.48385,5.05847
1.68295,5.90957
1.54072,2.94779
0.938525,3.12896
1.73898,4.53446
0.576065,2.10993
0.764666,2.40979
-1.06786,0.310177
1.00697,3.59306
2.01414,3.86349
2.08005,3.35068
2.26246,5.91346
-0.256187,1.60032
-0.0763053,2.29652
2.35841,4.34001
2.88526,4.31227
0.291698,2.54221
2.23576,3.03248
0.507396,3.05475
0.418259,2.71994
0.174314,2.31663
1.66864,2.7282
0.112912,2.65981
0.671619,3.97885
1.8829,5.41361
1.74051,6.24372
1.68015,4.39417
1.39003,2.71626
1.93138,1.98058
0.710853,3.76918
1.97182,3.82512
3.05432,7.2133
0.558968,1.08368
-0.0929293,1.40427
0.601564,2.72878
-0.573385,0.155731
1.26557,4.50106
2.16634,3.42339
1.10968,2.35221
0.0282187,1.58477
0.684543,2.35986
3.18558,5.74938
1.36776,3.96868
0.16164,4.11941
2.11487,3.02606
0.0874787,1.77026
0.434797,3.13805
1.79738,3.98439
0.975188,2.23731
0.456065,2.75469
0.791468,2.07598
1.20792,4.93266
2.42001,4.41037
1.20326,4.78101
0.160877,1.46929
1.28395,2.77313
-0.02747,1.12872
-0.374834,1.16463
0.468982,2.93693
1.41684,5.79909
1.48319,2.24972
1.35006,3.71842
-0.0610396,1.49518
1.6143,4.15044
1.6855,2.62872
2.25207,6.11396
3.09948,5.79107
1.14656,4.01327
0.0944098,4.07508
-0.849736,2.53978
0.408469,2.04439
0.77992,3.93806
2.51918,2.34815
1.35092,2.9833
0.716849,1.64051
0.481477,3.80265
1.04746,0.701126
2.01896,6.62196
2.93209,5.27986
0.704854,3.53996
2.12078,2.20836
1.98292,4.31506
0.335345,1.37875
1.63524,3.94403
0.996814,3.52698
-0.13187,2.00067
1.56956,2.84788
1.60288,1.7809
1.60812,4.35061
1.24661,2.67099
1.32808,2.162
-1.40505,0.97217
2.43935,4.76255
0.991198,1.95515
-0.717532,2.26679
0.181047,0.841624
2.48217,4.91928
1.53915,3.94407
-0.0697776,3.19943
0.679846,3.57771
1.00186,3.56148
1.37967,6.28044
2.12249,4.8678
1.29883,3.04895
0.64939,1.20645
0.498054,4.56899
1.10405,4.56895
2.0451,3.2997
-0.842305,2.04313
0.940437,5.00863
-0.741545,-0.214221
1.65788,2.48051
1.88561,5.22926
2.45277,3.72508
1.26731,2.4225
2.09332,2.1965
2.72019,5.37336
-0.977675,0.329025
2.30194,5.72988
1.01623,4.12004
2.16035,6.49739
1.19013,3.66535
1.62343,5.06562
1.3375,2.01615
1.60135,3.49955
1.21664,5.82605
1.73196,3.60196
0.957659,0.128554
1.64038,3.77888
-0.360779,2.01372
1.3927,2.48911
0.941005,4.75638
-0.927694,0.247495
1.73877,3.53785
3.11926,1.24454
1.51412,6.1426
-0.685726,2.11424
1.23416,3.75844
-0.618459,-0.616074
0.696911,3.25011
1.66142,5.29454
1.60193,1.70655
0.932096,1.86084
0.6854,2.17942
0.131671,1.70546
1.48519,1.64362
1.04089,2.76672
2.70244,6.49473
0.647457,0.882884
1.78036,4.20799
-0.102035,2.3009
-0.106204,0.181777
2.35521,5.44875
0.0720128,0.0492894
-0.154038,1.15595
2.36757,4.09838
-0.274565,1.9306
1.55468,1.13922
1.36514,5.93307
2.25279,3.22892
1.34806,3.85372
2.87209,6.10882
0.453529,3.44219
1.52988,2.99932
2.37334,1.5188
0.264496,1.6812
2.06242,6.44451
0.853607,4.41306
2.02328,4.03192
1.77656,2.50478
1.27151,4.11668
0.805068,2.74953
1.34909,3.50937
-0.600859,1.96883
2.77375,5.93304
1.34657,3.12551
-0.0171489,1.91174
1.7532,5.4834
0.730199,5.21301
1.34622,4.63791
1.70917,5.01674
2.25106,3.65677
2.20757,4.69334
0.284524,3.83419
0.0169175,2.65149
0.669281,2.49927
2.14055,5.59347
1.3702,5.37913
0.836237,2.09625
0.605377,1.1222
3.15714,5.47183
1.88031,2.57457
-0.101671,2.07044
1.35331,2.12534
3.70792,7.28397
0.52285,2.95092
1.85353,4.31361
0.50953,1.18801
2.07116,3.85526
2.29805,4.48463
0.351589,1.77592
2.06134,1.65448
0.040275,2.61378
3.57064,6.4251
2.80722,5.33027
0.234776,3.70356
0.637612,4.70212
0.431855,1.08214
0.555911,2.39839
1.82362,4.79544
1.14906,2.26825
1.50874,2.21339
1.62575,6.14285
0.0421997,3.32944
0.899981,4.63507
1.81084,5.74059
-0.420728,1.03811
0.641465,2.61058
1.64095,4.74869
-0.524193,3.22401
1.29355,5.00858
0.748328,1.2069
1.08158,1.93322
0.355385,-0.0997178
1.27682,4.10058
0.668061,1.54387
-1.56828,0.657168
2.16901,5.35871
-0.0682438,2.30351
0.820421,3.96193
0.87741,2.1242
-0.309629,-1.27007
0.941452,1.78003
-0.434927,2.6306
0.0456193,2.05828
-0.100649,2.69125
1.17147,1.78255
-0.0920675,0.362159
1.92937,2.72737
0.646808,3.45642
1.08523,1.48568
2.16319,2.70694
0.817668,2.51897
1.94502,6.62945
-1.13433,-1.23569
